, Ethyl Acetate,Ethanol,"Propanoic acid, ethyl ester",2-Pentanone,Decane,Methyl Isobutyl Ketone,Amylene hydrate,"Butanoic acid, 2-methyl-, methyl ester",Isobutyl acetate,Methyl isovalerate,1-Propanol,Methyl thiolacetate,"Butanoic acid, 2-methyl-, ethyl ester",2-Hexanone,Ethyl isocyanide,"1-Propanol, 2-methyl-","2-Pentanol, 2-methyl-",2-Pentanol,"1-Butanol, 3-methyl-, acetate",1 - Undecene,1-Butanol,2-Heptanone,Dodecane,"1-Butanol, 3-methyl-", S-Methyl 3-methylbutanethioate,"2-Heptanone, 4,6-dimethyl-"," 3-Buten-1-ol, 3-methyl-","Thiocyanic acid, methyl ester",Acetoin,"1-Pentanol, 2-methyl-","Butanoic acid, 3-methyl-, 2-methylbutyl ester","2-Heptanol, 4-methyl-",2-Nonanone ,Acetic acid,2-Nonanol,Pyrrole,"1H-Pyrrole, 2-methyl-","1-Heptanol, 2,4-dimethyl-,",Propanoic acid,"Propanoic acid, 2-methyl-",1-Octanol,2-Undecanone,"Benzoic acid, methyl ester",Butyrolactone ," Decanoic acid, ethyl ester","Acetic acid, decyl ester",2-Undecanol,"Butanoic acid, 3-methyl-",2-Dodecanone,1-Decanol,2-Tridecanone," Dodecanoic acid, ethyl ester","1,4-Butanediol",Phenylethyl Alcohol,"Acetophenone, 2'-amino-",2-Tridecanol,Tetradecanal,1-Dodecanol,Methyl tetradecanoate, 2-Pentadecanone,"Tetradecanoic acid, ethyl ester",Hexadecanal,n-Tridecan-1-ol,1-Tetradecanol,n-Pentadecanol, 1-Hexadecanol,Indole
0,465374.0,1027715.0,17989.40740740741,1289650.0,800581.0,324424.0,73015.0,287247.7037037037,46016.2037037037,0.0,317293.22222222225,82772.0,1019655.0,0.0,19984.0,139019.0,0.0,0.0,111465.0,5627687.703703703,1456599.6666666667,56603.0,16751.333333333332,3097686.0,334880.3333333333,59419.96296296296,334841.0,58038.22222222222,375792.0,48789.62962962963,103049.88888888889,45394.51851851852,618535.1666666666,4016234.0,628854.074074074,371058.6296296296,333395.74074074073,49898.40740740741,51090.0,76990.0,664654.7777777778,590926.9074074074,134161.44444444444,0.0,37525.444444444445,37478.11111111111,338121.48148148146,4007188.0,30908.48148148148,1524509.2962962964,314530.962962963,21410.85185185185,0.0,147761.62962962964,343307.962962963,56845.07407407407,8317.0,2098782.4444444445,97878.33333333333,85753.37037037036,10167.74074074074,94159.37037037036,85581.62962962964,586042.2962962963,173037.61538461538,662122.074074074,82469063.0
1,193151.0,1050974.0,17989.40740740741,504113.0,294680.0,189630.0,0.0,287247.7037037037,46016.2037037037,0.0,317293.22222222225,0.0,245397.0,0.0,19984.0,219733.0,0.0,56594.0,0.0,5627687.703703703,1456599.6666666667,0.0,16751.333333333332,2130908.0,334880.3333333333,59419.96296296296,153294.0,58038.22222222222,102975.0,48789.62962962963,103049.88888888889,45394.51851851852,618535.1666666666,1565576.0,628854.074074074,371058.6296296296,333395.74074074073,49898.40740740741,0.0,0.0,664654.7777777778,590926.9074074074,134161.44444444444,0.0,37525.444444444445,37478.11111111111,338121.48148148146,1691000.0,30908.48148148148,1524509.2962962964,314530.962962963,21410.85185185185,0.0,147761.62962962964,343307.962962963,56845.07407407407,8317.0,2098782.4444444445,97878.33333333333,85753.37037037036,10167.74074074074,94159.37037037036,85581.62962962964,586042.2962962963,173037.61538461538,662122.074074074,82469063.0
2,403286.0,1850391.0,17989.40740740741,1169501.0,15.0,228163.0,73558.0,287247.7037037037,46016.2037037037,0.0,317293.22222222225,0.0,494407.0,0.0,19984.0,196279.0,0.0,124321.0,0.0,5627687.703703703,1456599.6666666667,85741.0,16751.333333333332,2769590.0,334880.3333333333,59419.96296296296,341899.0,58038.22222222222,173956.0,48789.62962962963,103049.88888888889,45394.51851851852,618535.1666666666,1952847.0,628854.074074074,371058.6296296296,333395.74074074073,49898.40740740741,0.0,0.0,664654.7777777778,590926.9074074074,134161.44444444444,0.0,37525.444444444445,37478.11111111111,338121.48148148146,2140149.0,30908.48148148148,1524509.2962962964,314530.962962963,21410.85185185185,0.0,147761.62962962964,343307.962962963,56845.07407407407,8317.0,2098782.4444444445,97878.33333333333,85753.37037037036,10167.74074074074,94159.37037037036,85581.62962962964,586042.2962962963,173037.61538461538,662122.074074074,82469063.0
3,129833.0,5140770.0,17989.40740740741,1926072.0,124282.0,0.0,188367.0,287247.7037037037,46016.2037037037,0.0,317293.22222222225,0.0,2198502.0,0.0,19984.0,375976.0,197683.0,53549.0,0.0,5627687.703703703,1456599.6666666667,0.0,16751.333333333332,5101478.0,334880.3333333333,59419.96296296296,86222.0,58038.22222222222,381264.0,48789.62962962963,103049.88888888889,45394.51851851852,618535.1666666666,11875584.0,628854.074074074,371058.6296296296,333395.74074074073,49898.40740740741,111819.0,0.0,664654.7777777778,590926.9074074074,134161.44444444444,0.0,37525.444444444445,37478.11111111111,338121.48148148146,4678421.0,30908.48148148148,1524509.2962962964,314530.962962963,21410.85185185185,0.0,147761.62962962964,343307.962962963,56845.07407407407,8317.0,2098782.4444444445,97878.33333333333,85753.37037037036,10167.74074074074,94159.37037037036,85581.62962962964,586042.2962962963,173037.61538461538,662122.074074074,82469063.0
4,117105.0,3422557.0,17989.40740740741,246751.0,0.0,0.0,0.0,287247.7037037037,46016.2037037037,0.0,317293.22222222225,0.0,960937.0,0.0,19984.0,93132.0,66816.0,0.0,0.0,5627687.703703703,1456599.6666666667,0.0,16751.333333333332,2349861.0,334880.3333333333,59419.96296296296,0.0,58038.22222222222,233731.0,48789.62962962963,103049.88888888889,45394.51851851852,618535.1666666666,11024381.0,628854.074074074,371058.6296296296,333395.74074074073,49898.40740740741,90520.0,0.0,664654.7777777778,590926.9074074074,134161.44444444444,0.0,37525.444444444445,37478.11111111111,338121.48148148146,3219328.0,30908.48148148148,1524509.2962962964,314530.962962963,21410.85185185185,0.0,147761.62962962964,343307.962962963,56845.07407407407,8317.0,2098782.4444444445,97878.33333333333,85753.37037037036,10167.74074074074,94159.37037037036,85581.62962962964,586042.2962962963,173037.61538461538,662122.074074074,82469063.0
5,316764.0,914667.0,17989.40740740741,560337.0,456376.0,167165.0,90157.0,287247.7037037037,46016.2037037037,0.0,317293.22222222225,83504.0,548057.0,0.0,19984.0,179831.0,0.0,0.0,0.0,5627687.703703703,1456599.6666666667,0.0,16751.333333333332,2161779.0,334880.3333333333,59419.96296296296,145857.0,58038.22222222222,125300.0,48789.62962962963,103049.88888888889,45394.51851851852,618535.1666666666,2608354.0,628854.074074074,371058.6296296296,333395.74074074073,49898.40740740741,55944.0,0.0,664654.7777777778,590926.9074074074,134161.44444444444,0.0,37525.444444444445,37478.11111111111,338121.48148148146,1719248.0,30908.48148148148,1524509.2962962964,314530.962962963,21410.85185185185,0.0,147761.62962962964,343307.962962963,56845.07407407407,8317.0,2098782.4444444445,97878.33333333333,85753.37037037036,10167.74074074074,94159.37037037036,85581.62962962964,586042.2962962963,173037.61538461538,662122.074074074,82469063.0
6,141636.0,801684.0,17989.40740740741,497068.0,408709.0,152829.0,139948.0,287247.7037037037,46016.2037037037,0.0,317293.22222222225,51098.0,287712.0,0.0,19984.0,84934.0,0.0,0.0,0.0,5627687.703703703,1456599.6666666667,0.0,16751.333333333332,2183192.0,334880.3333333333,59419.96296296296,151117.0,58038.22222222222,64307.0,48789.62962962963,103049.88888888889,45394.51851851852,618535.1666666666,2383959.0,628854.074074074,371058.6296296296,333395.74074074073,49898.40740740741,51321.0,0.0,664654.7777777778,590926.9074074074,134161.44444444444,0.0,37525.444444444445,37478.11111111111,338121.48148148146,1800911.0,30908.48148148148,1524509.2962962964,314530.962962963,21410.85185185185,0.0,147761.62962962964,343307.962962963,56845.07407407407,8317.0,2098782.4444444445,97878.33333333333,85753.37037037036,10167.74074074074,94159.37037037036,85581.62962962964,586042.2962962963,173037.61538461538,662122.074074074,82469063.0
7,292548.0,1037912.0,17989.40740740741,1102211.0,710674.0,228457.0,53152.0,287247.7037037037,46016.2037037037,0.0,317293.22222222225,238186.0,909496.0,0.0,19984.0,0.0,0.0,0.0,67248.0,5627687.703703703,1456599.6666666667,65954.0,16751.333333333332,3366604.0,334880.3333333333,59419.96296296296,227917.0,58038.22222222222,182778.0,48789.62962962963,103049.88888888889,45394.51851851852,618535.1666666666,3143060.0,628854.074074074,371058.6296296296,333395.74074074073,49898.40740740741,91806.0,0.0,664654.7777777778,590926.9074074074,134161.44444444444,0.0,37525.444444444445,37478.11111111111,338121.48148148146,2082410.0,30908.48148148148,1524509.2962962964,314530.962962963,21410.85185185185,0.0,147761.62962962964,343307.962962963,56845.07407407407,8317.0,2098782.4444444445,97878.33333333333,85753.37037037036,10167.74074074074,94159.37037037036,85581.62962962964,586042.2962962963,173037.61538461538,662122.074074074,82469063.0
8,0.0,7091491.0,17989.40740740741,1336035.0,470055.0,0.0,210357.0,287247.7037037037,46016.2037037037,0.0,317293.22222222225,0.0,2062898.0,0.0,19984.0,358759.0,155158.0,0.0,0.0,5627687.703703703,1456599.6666666667,0.0,16751.333333333332,5448175.0,334880.3333333333,59419.96296296296,97760.0,58038.22222222222,619590.0,48789.62962962963,103049.88888888889,45394.51851851852,618535.1666666666,16982921.0,628854.074074074,371058.6296296296,333395.74074074073,49898.40740740741,248716.0,0.0,664654.7777777778,590926.9074074074,134161.44444444444,0.0,37525.444444444445,37478.11111111111,338121.48148148146,5123035.0,30908.48148148148,1524509.2962962964,314530.962962963,21410.85185185185,0.0,147761.62962962964,343307.962962963,56845.07407407407,8317.0,2098782.4444444445,97878.33333333333,85753.37037037036,10167.74074074074,94159.37037037036,85581.62962962964,586042.2962962963,173037.61538461538,662122.074074074,82469063.0
9,588447.0,8155560.0,17989.40740740741,1737916.0,201138.0,0.0,295857.0,287247.7037037037,46016.2037037037,0.0,317293.22222222225,0.0,2011638.0,0.0,19984.0,427533.0,35916.66265060241,54860.0,0.0,5627687.703703703,1456599.6666666667,0.0,16751.333333333332,6671788.0,334880.3333333333,59419.96296296296,122040.0,58038.22222222222,800563.0,48789.62962962963,103049.88888888889,45394.51851851852,618535.1666666666,21176351.0,628854.074074074,371058.6296296296,333395.74074074073,49898.40740740741,364754.0,0.0,664654.7777777778,590926.9074074074,134161.44444444444,0.0,37525.444444444445,37478.11111111111,338121.48148148146,5887513.0,30908.48148148148,1524509.2962962964,314530.962962963,21410.85185185185,0.0,147761.62962962964,343307.962962963,56845.07407407407,8317.0,2098782.4444444445,97878.33333333333,85753.37037037036,10167.74074074074,94159.37037037036,85581.62962962964,586042.2962962963,173037.61538461538,662122.074074074,82469063.0
10,0.0,3054748.0,17989.40740740741,832334.0,0.0,0.0,0.0,287247.7037037037,46016.2037037037,0.0,317293.22222222225,0.0,1584145.0,0.0,19984.0,376746.0,0.0,0.0,0.0,5627687.703703703,1456599.6666666667,0.0,16751.333333333332,3663531.0,334880.3333333333,59419.96296296296,225832.0,58038.22222222222,4216736.0,48789.62962962963,103049.88888888889,45394.51851851852,618535.1666666666,3031784.0,628854.074074074,371058.6296296296,333395.74074074073,49898.40740740741,0.0,0.0,664654.7777777778,590926.9074074074,134161.44444444444,0.0,37525.444444444445,37478.11111111111,338121.48148148146,2634320.0,30908.48148148148,1524509.2962962964,314530.962962963,21410.85185185185,0.0,147761.62962962964,343307.962962963,56845.07407407407,8317.0,2098782.4444444445,97878.33333333333,85753.37037037036,10167.74074074074,94159.37037037036,85581.62962962964,586042.2962962963,173037.61538461538,662122.074074074,82469063.0
11,0.0,909704.0,17989.40740740741,444238.0,0.0,0.0,0.0,287247.7037037037,46016.2037037037,0.0,317293.22222222225,87526.0,223992.0,0.0,19984.0,151707.0,0.0,0.0,0.0,5627687.703703703,1456599.6666666667,0.0,16751.333333333332,908313.0,334880.3333333333,59419.96296296296,159944.0,58038.22222222222,2056879.0,48789.62962962963,103049.88888888889,45394.51851851852,618535.1666666666,1396969.0,628854.074074074,371058.6296296296,333395.74074074073,49898.40740740741,0.0,0.0,664654.7777777778,590926.9074074074,134161.44444444444,0.0,37525.444444444445,37478.11111111111,338121.48148148146,1868166.0,30908.48148148148,1524509.2962962964,314530.962962963,21410.85185185185,0.0,147761.62962962964,343307.962962963,56845.07407407407,8317.0,2098782.4444444445,97878.33333333333,85753.37037037036,10167.74074074074,94159.37037037036,85581.62962962964,586042.2962962963,173037.61538461538,662122.074074074,82469063.0
12,0.0,2419195.0,17989.40740740741,540199.0,0.0,0.0,0.0,287247.7037037037,46016.2037037037,0.0,317293.22222222225,361484.0,1396163.0,0.0,19984.0,371331.0,0.0,0.0,0.0,5627687.703703703,1456599.6666666667,0.0,16751.333333333332,6978146.0,334880.3333333333,59419.96296296296,158786.0,58038.22222222222,769616.0,48789.62962962963,103049.88888888889,45394.51851851852,618535.1666666666,1430945.0,628854.074074074,371058.6296296296,333395.74074074073,49898.40740740741,0.0,0.0,664654.7777777778,590926.9074074074,134161.44444444444,0.0,37525.444444444445,37478.11111111111,338121.48148148146,2294617.0,30908.48148148148,1524509.2962962964,314530.962962963,21410.85185185185,0.0,147761.62962962964,343307.962962963,56845.07407407407,8317.0,2098782.4444444445,97878.33333333333,85753.37037037036,10167.74074074074,94159.37037037036,85581.62962962964,586042.2962962963,173037.61538461538,662122.074074074,82469063.0
13,0.0,3195134.0,17989.40740740741,877468.0,0.0,0.0,0.0,287247.7037037037,46016.2037037037,0.0,317293.22222222225,218833.0,1330370.0,0.0,19984.0,291548.0,0.0,0.0,0.0,5627687.703703703,1456599.6666666667,0.0,16751.333333333332,2969470.0,334880.3333333333,59419.96296296296,209463.0,58038.22222222222,903640.0,48789.62962962963,103049.88888888889,45394.51851851852,618535.1666666666,3234400.0,628854.074074074,371058.6296296296,333395.74074074073,49898.40740740741,0.0,0.0,664654.7777777778,590926.9074074074,134161.44444444444,0.0,37525.444444444445,37478.11111111111,338121.48148148146,3609299.0,30908.48148148148,1524509.2962962964,314530.962962963,21410.85185185185,0.0,147761.62962962964,343307.962962963,56845.07407407407,8317.0,2098782.4444444445,97878.33333333333,85753.37037037036,10167.74074074074,94159.37037037036,85581.62962962964,586042.2962962963,173037.61538461538,662122.074074074,82469063.0
14,0.0,1208273.0,17989.40740740741,371852.0,0.0,0.0,0.0,287247.7037037037,46016.2037037037,0.0,317293.22222222225,83403.0,878070.0,0.0,19984.0,79387.0,0.0,0.0,0.0,5627687.703703703,1456599.6666666667,0.0,16751.333333333332,1670810.0,334880.3333333333,59419.96296296296,80510.0,58038.22222222222,1103952.0,48789.62962962963,103049.88888888889,45394.51851851852,618535.1666666666,1102412.0,628854.074074074,371058.6296296296,333395.74074074073,49898.40740740741,0.0,0.0,664654.7777777778,590926.9074074074,134161.44444444444,0.0,37525.444444444445,37478.11111111111,338121.48148148146,1607769.0,30908.48148148148,1524509.2962962964,314530.962962963,21410.85185185185,0.0,147761.62962962964,343307.962962963,56845.07407407407,8317.0,2098782.4444444445,97878.33333333333,85753.37037037036,10167.74074074074,94159.37037037036,85581.62962962964,586042.2962962963,173037.61538461538,662122.074074074,82469063.0
