, Ethyl Acetate,Ethanol,"Propanoic acid, ethyl ester",2-Pentanone,Decane,Methyl Isobutyl Ketone,Amylene hydrate,"Butanoic acid, 2-methyl-, methyl ester",Isobutyl acetate,Methyl isovalerate,1-Propanol,Methyl thiolacetate,"Butanoic acid, 2-methyl-, ethyl ester",2-Hexanone,Ethyl isocyanide,"1-Propanol, 2-methyl-","2-Pentanol, 2-methyl-",2-Pentanol,"1-Butanol, 3-methyl-, acetate",1 - Undecene,1-Butanol,2-Heptanone,Dodecane,"1-Butanol, 3-methyl-", S-Methyl 3-methylbutanethioate,"2-Heptanone, 4,6-dimethyl-"," 3-Buten-1-ol, 3-methyl-","Thiocyanic acid, methyl ester",Acetoin,"1-Pentanol, 2-methyl-","Butanoic acid, 3-methyl-, 2-methylbutyl ester","2-Heptanol, 4-methyl-",2-Nonanone ,Acetic acid,2-Nonanol,Pyrrole,"1H-Pyrrole, 2-methyl-","1-Heptanol, 2,4-dimethyl-,",Propanoic acid,"Propanoic acid, 2-methyl-",1-Octanol,2-Undecanone,"Benzoic acid, methyl ester",Butyrolactone ," Decanoic acid, ethyl ester","Acetic acid, decyl ester",2-Undecanol,"Butanoic acid, 3-methyl-",2-Dodecanone,1-Decanol,2-Tridecanone," Dodecanoic acid, ethyl ester","1,4-Butanediol",Phenylethyl Alcohol,"Acetophenone, 2'-amino-",2-Tridecanol,Tetradecanal,1-Dodecanol,Methyl tetradecanoate, 2-Pentadecanone,"Tetradecanoic acid, ethyl ester",Hexadecanal,n-Tridecan-1-ol,1-Tetradecanol,n-Pentadecanol, 1-Hexadecanol,Indole
15,0.0,3077081.0,17989.40740740741,501780.0,0.0,0.0,0.0,287247.7037037037,46016.2037037037,0.0,317293.22222222225,327621.0,1642725.0,0.0,19984.0,474857.0,0.0,0.0,156927.0,5627687.703703703,1456599.6666666667,0.0,16751.333333333332,7108828.0,334880.3333333333,59419.96296296296,151643.0,58038.22222222222,1112605.0,48789.62962962963,103049.88888888889,45394.51851851852,618535.1666666666,1658255.0,628854.074074074,371058.6296296296,333395.74074074073,49898.40740740741,0.0,0.0,664654.7777777778,590926.9074074074,134161.44444444444,0.0,37525.444444444445,37478.11111111111,338121.48148148146,2005000.0,30908.48148148148,1524509.2962962964,314530.962962963,21410.85185185185,0.0,147761.62962962964,343307.962962963,56845.07407407407,8317.0,2098782.4444444445,97878.33333333333,85753.37037037036,10167.74074074074,94159.37037037036,85581.62962962964,586042.2962962963,173037.61538461538,662122.074074074,82469063.0
16,0.0,1659016.0,17989.40740740741,397547.0,0.0,0.0,0.0,287247.7037037037,46016.2037037037,0.0,317293.22222222225,352289.0,1285637.0,0.0,19984.0,285977.0,0.0,0.0,136592.0,5627687.703703703,1456599.6666666667,0.0,16751.333333333332,5059320.0,334880.3333333333,59419.96296296296,144353.0,58038.22222222222,663436.0,48789.62962962963,103049.88888888889,45394.51851851852,618535.1666666666,1221426.0,628854.074074074,371058.6296296296,333395.74074074073,49898.40740740741,0.0,0.0,664654.7777777778,590926.9074074074,134161.44444444444,0.0,37525.444444444445,37478.11111111111,338121.48148148146,1935396.0,30908.48148148148,1524509.2962962964,314530.962962963,21410.85185185185,0.0,147761.62962962964,343307.962962963,56845.07407407407,8317.0,2098782.4444444445,97878.33333333333,85753.37037037036,10167.74074074074,94159.37037037036,85581.62962962964,586042.2962962963,173037.61538461538,662122.074074074,82469063.0
17,0.0,376521.0,17989.40740740741,73257.0,0.0,0.0,0.0,287247.7037037037,46016.2037037037,0.0,317293.22222222225,117108.1204819277,183205.0,0.0,19984.0,0.0,0.0,0.0,0.0,5627687.703703703,1456599.6666666667,0.0,16751.333333333332,1473831.0,334880.3333333333,59419.96296296296,78843.0,58038.22222222222,502028.0,48789.62962962963,103049.88888888889,45394.51851851852,618535.1666666666,872402.0,628854.074074074,371058.6296296296,333395.74074074073,49898.40740740741,0.0,0.0,664654.7777777778,590926.9074074074,134161.44444444444,0.0,37525.444444444445,37478.11111111111,338121.48148148146,1464647.0,30908.48148148148,1524509.2962962964,314530.962962963,21410.85185185185,0.0,147761.62962962964,343307.962962963,56845.07407407407,8317.0,2098782.4444444445,97878.33333333333,85753.37037037036,10167.74074074074,94159.37037037036,85581.62962962964,586042.2962962963,173037.61538461538,662122.074074074,82469063.0
18,0.0,1910296.0,17989.40740740741,523353.0,0.0,0.0,0.0,287247.7037037037,46016.2037037037,0.0,317293.22222222225,278677.0,1134439.0,0.0,19984.0,285037.0,0.0,0.0,0.0,5627687.703703703,1456599.6666666667,0.0,16751.333333333332,5346823.0,334880.3333333333,59419.96296296296,130274.0,58038.22222222222,568247.0,48789.62962962963,103049.88888888889,45394.51851851852,618535.1666666666,1587138.0,628854.074074074,371058.6296296296,333395.74074074073,49898.40740740741,59939.0,0.0,664654.7777777778,590926.9074074074,134161.44444444444,0.0,37525.444444444445,37478.11111111111,338121.48148148146,1916645.0,30908.48148148148,1524509.2962962964,314530.962962963,21410.85185185185,0.0,147761.62962962964,343307.962962963,56845.07407407407,8317.0,2098782.4444444445,97878.33333333333,85753.37037037036,10167.74074074074,94159.37037037036,85581.62962962964,586042.2962962963,173037.61538461538,662122.074074074,82469063.0
19,0.0,1220898.0,17989.40740740741,500776.0,0.0,0.0,0.0,287247.7037037037,46016.2037037037,0.0,317293.22222222225,188055.0,1013838.0,0.0,19984.0,215072.0,0.0,0.0,101554.0,5627687.703703703,1456599.6666666667,0.0,16751.333333333332,5210015.0,334880.3333333333,59419.96296296296,124215.0,58038.22222222222,351127.0,48789.62962962963,103049.88888888889,45394.51851851852,618535.1666666666,1107698.0,628854.074074074,371058.6296296296,333395.74074074073,49898.40740740741,58151.0,0.0,664654.7777777778,590926.9074074074,134161.44444444444,0.0,37525.444444444445,37478.11111111111,338121.48148148146,1770194.0,30908.48148148148,1524509.2962962964,314530.962962963,21410.85185185185,0.0,147761.62962962964,343307.962962963,56845.07407407407,8317.0,2098782.4444444445,97878.33333333333,85753.37037037036,10167.74074074074,94159.37037037036,85581.62962962964,586042.2962962963,173037.61538461538,662122.074074074,82469063.0
20,0.0,0.0,17989.40740740741,320965.0,0.0,68518.0,0.0,287247.7037037037,46016.2037037037,0.0,317293.22222222225,0.0,0.0,0.0,19984.0,53102.0,0.0,0.0,0.0,5627687.703703703,1456599.6666666667,0.0,16751.333333333332,496920.0,334880.3333333333,59419.96296296296,0.0,58038.22222222222,0.0,48789.62962962963,103049.88888888889,45394.51851851852,618535.1666666666,418770.0,628854.074074074,371058.6296296296,333395.74074074073,49898.40740740741,0.0,0.0,664654.7777777778,590926.9074074074,134161.44444444444,254746.0,37525.444444444445,37478.11111111111,338121.48148148146,1351452.0,30908.48148148148,1524509.2962962964,314530.962962963,21410.85185185185,100676.0,147761.62962962964,343307.962962963,56845.07407407407,8317.0,2098782.4444444445,97878.33333333333,85753.37037037036,10167.74074074074,94159.37037037036,85581.62962962964,586042.2962962963,173037.61538461538,662122.074074074,82469063.0
21,0.0,0.0,17989.40740740741,886309.0,0.0,0.0,0.0,287247.7037037037,46016.2037037037,0.0,317293.22222222225,117584.0,0.0,0.0,19984.0,175955.0,0.0,0.0,0.0,5627687.703703703,1456599.6666666667,0.0,16751.333333333332,1668938.0,334880.3333333333,59419.96296296296,60640.0,58038.22222222222,0.0,48789.62962962963,103049.88888888889,45394.51851851852,618535.1666666666,371188.0,628854.074074074,371058.6296296296,333395.74074074073,49898.40740740741,0.0,0.0,664654.7777777778,590926.9074074074,134161.44444444444,163749.0,37525.444444444445,37478.11111111111,338121.48148148146,1194878.0,30908.48148148148,1524509.2962962964,314530.962962963,21410.85185185185,73312.0,147761.62962962964,343307.962962963,56845.07407407407,8317.0,2098782.4444444445,97878.33333333333,85753.37037037036,10167.74074074074,94159.37037037036,85581.62962962964,586042.2962962963,173037.61538461538,662122.074074074,82469063.0
22,0.0,0.0,17989.40740740741,515572.0,210972.0,657995.0,0.0,287247.7037037037,46016.2037037037,93385.0,317293.22222222225,142709.0,0.0,0.0,19984.0,289375.0,0.0,0.0,0.0,5627687.703703703,1456599.6666666667,0.0,16751.333333333332,2165426.0,334880.3333333333,59419.96296296296,76661.0,58038.22222222222,0.0,48789.62962962963,103049.88888888889,45394.51851851852,618535.1666666666,592075.0,628854.074074074,371058.6296296296,333395.74074074073,49898.40740740741,0.0,88915.0,664654.7777777778,590926.9074074074,134161.44444444444,151718.0,37525.444444444445,37478.11111111111,338121.48148148146,2197007.0,30908.48148148148,1524509.2962962964,314530.962962963,21410.85185185185,90392.0,147761.62962962964,343307.962962963,56845.07407407407,8317.0,2098782.4444444445,97878.33333333333,85753.37037037036,10167.74074074074,94159.37037037036,85581.62962962964,586042.2962962963,173037.61538461538,662122.074074074,82469063.0
23,0.0,0.0,17989.40740740741,868238.0,209747.0,801038.0,0.0,287247.7037037037,46016.2037037037,0.0,317293.22222222225,74742.0,0.0,0.0,19984.0,126650.0,0.0,0.0,0.0,5627687.703703703,1456599.6666666667,0.0,16751.333333333332,1474080.0,334880.3333333333,59419.96296296296,76192.0,58038.22222222222,0.0,48789.62962962963,103049.88888888889,45394.51851851852,618535.1666666666,474163.0,628854.074074074,371058.6296296296,333395.74074074073,49898.40740740741,0.0,91503.0,664654.7777777778,590926.9074074074,134161.44444444444,145130.0,37525.444444444445,37478.11111111111,338121.48148148146,1680536.0,30908.48148148148,1524509.2962962964,314530.962962963,21410.85185185185,77499.0,147761.62962962964,343307.962962963,56845.07407407407,8317.0,2098782.4444444445,97878.33333333333,85753.37037037036,10167.74074074074,94159.37037037036,85581.62962962964,586042.2962962963,173037.61538461538,662122.074074074,82469063.0
24,0.0,0.0,17989.40740740741,0.0,0.0,0.0,0.0,287247.7037037037,46016.2037037037,79278.0,317293.22222222225,153016.0,0.0,0.0,19984.0,85438.0,0.0,0.0,0.0,5627687.703703703,1456599.6666666667,0.0,16751.333333333332,1217896.0,334880.3333333333,59419.96296296296,0.0,58038.22222222222,0.0,48789.62962962963,103049.88888888889,45394.51851851852,618535.1666666666,1692269.0,628854.074074074,371058.6296296296,333395.74074074073,49898.40740740741,0.0,97916.0,664654.7777777778,590926.9074074074,134161.44444444444,0.0,37525.444444444445,37478.11111111111,338121.48148148146,2095493.0,30908.48148148148,1524509.2962962964,314530.962962963,21410.85185185185,0.0,147761.62962962964,343307.962962963,56845.07407407407,8317.0,2098782.4444444445,97878.33333333333,85753.37037037036,10167.74074074074,94159.37037037036,85581.62962962964,586042.2962962963,173037.61538461538,662122.074074074,82469063.0
25,0.0,0.0,17989.40740740741,840146.0,156567.0,1309090.0,103953.0,287247.7037037037,46016.2037037037,0.0,317293.22222222225,202591.0,0.0,0.0,19984.0,263104.0,0.0,0.0,0.0,5627687.703703703,1456599.6666666667,0.0,16751.333333333332,6782307.0,334880.3333333333,59419.96296296296,115518.0,58038.22222222222,0.0,48789.62962962963,103049.88888888889,45394.51851851852,618535.1666666666,496592.0,628854.074074074,371058.6296296296,333395.74074074073,49898.40740740741,0.0,0.0,664654.7777777778,590926.9074074074,134161.44444444444,191311.0,37525.444444444445,37478.11111111111,338121.48148148146,2072718.0,30908.48148148148,1524509.2962962964,314530.962962963,21410.85185185185,84674.0,147761.62962962964,343307.962962963,56845.07407407407,8317.0,2098782.4444444445,97878.33333333333,85753.37037037036,10167.74074074074,94159.37037037036,85581.62962962964,586042.2962962963,173037.61538461538,662122.074074074,82469063.0
26,0.0,0.0,17989.40740740741,1392228.0,245113.0,1062848.0,50444.0,287247.7037037037,46016.2037037037,0.0,317293.22222222225,137363.0,0.0,56785.0,19984.0,154327.0,0.0,0.0,0.0,5627687.703703703,1456599.6666666667,0.0,16751.333333333332,6262223.0,334880.3333333333,59419.96296296296,90093.0,58038.22222222222,0.0,48789.62962962963,103049.88888888889,45394.51851851852,618535.1666666666,368583.0,628854.074074074,371058.6296296296,333395.74074074073,49898.40740740741,0.0,0.0,664654.7777777778,590926.9074074074,134161.44444444444,140391.0,37525.444444444445,37478.11111111111,338121.48148148146,1410480.0,30908.48148148148,1524509.2962962964,314530.962962963,21410.85185185185,71006.0,147761.62962962964,343307.962962963,56845.07407407407,8317.0,2098782.4444444445,97878.33333333333,85753.37037037036,10167.74074074074,94159.37037037036,85581.62962962964,586042.2962962963,173037.61538461538,662122.074074074,82469063.0
