name,model_type,metric_type,metric_value,train_time
1_DecisionTree,Decision Tree,logloss,1.008221994028812,16.29
2_Linear,Linear,logloss,0.48316836307888394,13.54
3_Default_Xgboost,Xgboost,logloss,0.1725341492496869,15.82
4_Default_RandomForest,Random Forest,logloss,0.8091964051177569,17.79
5_Default_NearestNeighbors,Nearest Neighbors,logloss,2.112120951606538,5.18
Ensemble,Ensemble,logloss,0.17253413106150486,0.32
