name,model_type,metric_type,metric_value,train_time
1_DecisionTree,Decision Tree,logloss,3.9088964977893643,17.96
2_Linear,Linear,logloss,0.6487113020290498,13.55
3_Default_Xgboost,Xgboost,logloss,0.4186212081462145,16.3
4_Default_RandomForest,Random Forest,logloss,0.8720368321135724,16.22
5_Default_NearestNeighbors,Nearest Neighbors,logloss,2.934206954181222,5.88
Ensemble,Ensemble,logloss,0.3891979212479703,0.31
