feature,mean_importance
 2-Pentadecanone,-0.0954147553793381
2-Tridecanone,-0.059848794941079975
Methyl tetradecanoate,-0.05825447526365259
2-Tridecanol,-0.05251174224846673
Amylene hydrate,-0.04533419586939615
"Thiocyanic acid, methyl ester",-0.03183346087732668
2-Pentanone,-0.029798618768420982
Isobutyl acetate,-0.019770989400260473
" Dodecanoic acid, ethyl ester",-0.016708353950769216
2-Nonanone ,-0.015891874423865592
2-Hexanone,-0.01585826256721736
2-Undecanone,-0.013135478073121543
" Decanoic acid, ethyl ester",-0.011233808938151402
"1-Heptanol, 2,4-dimethyl-,",-0.010251751199694969
"Propanoic acid, 2-methyl-",-0.008756579939625841
1 - Undecene,-0.0083834892124657
"Butanoic acid, 2-methyl-, methyl ester",-0.005723942139682503
Dodecane,-0.004676614996356654
"Benzoic acid, methyl ester",-0.004029051260939487
"Acetic acid, decyl ester",-0.0034437204314388126
"Propanoic acid, ethyl ester",-0.003184615729662954
1-Octanol,-0.0028062303586956494
"1-Butanol, 3-methyl-",-0.0027794208822125464
1-Tetradecanol,-0.002341457763645094
"Tetradecanoic acid, ethyl ester",-0.001953816925281271
2-Pentanol,-0.0015899710858248816
Tetradecanal,-0.001530365669316347
Pyrrole,-0.001128855070719248
 S-Methyl 3-methylbutanethioate,-0.0010389762592929231
"Acetophenone, 2'-amino-",-0.00038204057266673087
Methyl isovalerate,0.0005086121922085018
2-Undecanol,0.002992529728955029
"Butanoic acid, 3-methyl-, 2-methylbutyl ester",0.003681812717969124
Methyl Isobutyl Ketone,0.004328980640515945
"2-Heptanol, 4-methyl-",0.004584564338592822
Propanoic acid,0.004590464773861003
1-Decanol,0.004950339645767432
1-Propanol,0.0050279159600281845
 1-Hexadecanol,0.006021653368149393
"1-Pentanol, 2-methyl-",0.009966316326710944
"2-Pentanol, 2-methyl-",0.010380124653974532
n-Pentadecanol,0.011992496466535552
2-Nonanol,0.012472020930679627
Phenylethyl Alcohol,0.012563516158233302
"2-Heptanone, 4,6-dimethyl-",0.012830750032682326
1-Dodecanol,0.01285446307114757
Indole,0.01557528073029375
Hexadecanal,0.015920390663518115
Decane,0.016505806104600885
n-Tridecan-1-ol,0.020210969685727574
"Butanoic acid, 2-methyl-, ethyl ester",0.022443240997157887
2-Heptanone,0.022653103723230327
Ethanol,0.02396243110015108
2-Dodecanone,0.02428151481172003
Ethyl isocyanide,0.029067669796302997
"1H-Pyrrole, 2-methyl-",0.03100675386568914
" 3-Buten-1-ol, 3-methyl-",0.03145752041872134
"Butanoic acid, 3-methyl-",0.03198762166204905
"1-Propanol, 2-methyl-",0.03881518810219893
"1-Butanol, 3-methyl-, acetate",0.04660836612294135
Acetoin,0.04894500999834115
1-Butanol,0.05133324308370981
 Ethyl Acetate,0.05221467047651089
Methyl thiolacetate,0.05551507169868344
Butyrolactone ,0.0918085199257691
"1,4-Butanediol",0.09302640742614794
Acetic acid,0.09600646363975969
