0,1.017026,1.046509
1,0.94112,0.998712
2,0.872564,0.950249
3,0.810412,0.906464
4,0.753949,0.867442
5,0.702486,0.8314
6,0.655428,0.808482
7,0.612304,0.787426
8,0.572547,0.767888
9,0.536032,0.752201
10,0.50241,0.737553
11,0.471421,0.725005
12,0.442397,0.707057
13,0.415956,0.697937
14,0.391115,0.682854
15,0.368133,0.669225
16,0.347172,0.663929
17,0.327416,0.653117
18,0.310024,0.649049
19,0.293523,0.639759
20,0.278448,0.637267
21,0.264277,0.629471
22,0.251066,0.622449
23,0.238896,0.621623
24,0.227781,0.615547
25,0.217406,0.610903
26,0.207846,0.60578
27,0.198845,0.602305
28,0.190269,0.595985
29,0.182347,0.592882
30,0.174972,0.590881
31,0.167794,0.577881
32,0.16109,0.570059
33,0.154751,0.5617
34,0.148971,0.552806
35,0.14345,0.54515
36,0.138313,0.537834
37,0.133386,0.532178
38,0.12879,0.525107
39,0.124811,0.51876
40,0.120633,0.511377
41,0.116447,0.505757
42,0.112448,0.498363
43,0.108704,0.49336
44,0.105098,0.488035
45,0.101756,0.482276
46,0.098806,0.478741
47,0.095872,0.473476
48,0.093024,0.469279
49,0.090328,0.463463
50,0.087828,0.459057
51,0.085598,0.455005
52,0.083538,0.453518
53,0.081503,0.451438
54,0.079607,0.448913
55,0.077738,0.44709
56,0.075951,0.44519
57,0.074273,0.443062
58,0.072624,0.441604
59,0.071091,0.440734
60,0.069575,0.438616
61,0.06832,0.436671
62,0.067075,0.43495
63,0.065991,0.433006
64,0.064831,0.431472
65,0.063826,0.429694
66,0.062789,0.428933
67,0.061921,0.428182
68,0.061085,0.427261
69,0.060278,0.427144
70,0.059391,0.426635
71,0.058757,0.426303
72,0.057918,0.425898
73,0.057201,0.425358
74,0.056622,0.424756
75,0.055932,0.424732
76,0.055383,0.424556
77,0.054842,0.424347
78,0.054312,0.423857
79,0.053795,0.42242
80,0.053257,0.42303
81,0.052759,0.422611
82,0.052267,0.422527
83,0.051788,0.422213
84,0.051322,0.42209
85,0.050858,0.422185
86,0.050408,0.423002
87,0.049963,0.421448
88,0.04953,0.420661
89,0.049105,0.420809
90,0.04869,0.421577
91,0.048284,0.42046
92,0.047882,0.421669
93,0.04749,0.420263
94,0.047103,0.420837
95,0.046726,0.419486
96,0.046356,0.420667
97,0.045988,0.419648
98,0.04563,0.418621
99,0.045278,0.419157
100,0.044936,0.419898
101,0.0446,0.420134
102,0.044272,0.420859
103,0.043951,0.42133
104,0.04364,0.42244
105,0.043334,0.42318
106,0.043037,0.423871
107,0.042752,0.423078
108,0.042475,0.424138
109,0.042205,0.424832
110,0.041943,0.425043
111,0.04169,0.425263
112,0.041443,0.425896
113,0.041204,0.42652
114,0.040974,0.427132
115,0.040803,0.427162
116,0.040639,0.427238
117,0.040478,0.427271
118,0.040323,0.427672
119,0.040171,0.427705
120,0.040022,0.42774
121,0.039878,0.427817
122,0.039735,0.428192
123,0.039594,0.428582
124,0.039455,0.428429
125,0.039317,0.429147
126,0.039182,0.429185
127,0.039049,0.429892
128,0.038919,0.430484
129,0.038791,0.430862
130,0.038666,0.431444
131,0.038544,0.432125
132,0.038423,0.432485
133,0.038306,0.43315
134,0.03819,0.433228
135,0.038075,0.433887
136,0.037962,0.434234
137,0.03785,0.434611
138,0.037741,0.434955
139,0.037632,0.435593
140,0.037525,0.435665
141,0.037418,0.436297
142,0.037314,0.435995
143,0.037212,0.436335
144,0.037113,0.436231
145,0.037016,0.435944
146,0.036923,0.435665
147,0.036833,0.435573
148,0.03675,0.435308
